uniqueID,drugName,condition,review,rating,date,usefulCount,label
34672,Minocycline,Acne,"""In March 2016 I went withmy friend to Rome. Within days my face was covered in acne. I was extremely depressed and self conscious I have never had acne before. I went on 80mg and the first 1-2 months didn&#039;t notice changes. After the trial period it cleared up and I&#039;ve been off for two weeks. I have a few pimples but its basically nothing. I wash my face and use a topical. It worked but unfortunately it does take time. I&#039;m basically 100% clear now minus some blemishes which will go away in time. Stay with it and stay positive.""",9,26-Sep-16,13,1
228443,Geodon,Autism,"""Caused me to have muscle spasms in my back""",1,10-Dec-17,0,0
64926,Sertraline,Major Depressive Disorde,"""I&#039;ve been on zoloft for almost four weeks now and it&#039;s been a life changer I use to suffer from poor impulse control anxiety and bad depression about two weeks in I started feeling better happier like.the feeling of dread has been removed the demon&#039;s are silenced I feel like I want to live I want to succeed it&#039;s like a dream come true ive suffered from drug addiction in the past and since started zoloft I don&#039;t feel the craving that overwhelming desire to get high the only downside to zoloft. Is the restlessness when.trying to sleep but it&#039;s worth the trade off I started on 50 MG and am now at 100mg per day thank god for zoloft""",10,21-Mar-15,29,1
39545,Contrave,Obesity,"""When I finally get this medication filled I will give an update on its effectiveness then.
Contrave charges an obseen amount for this perscription and insurance does not help.""",1,22-Jun-16,8,0
100773,Orlistat,Obesity,"""nothing you can lose at all with this pills  - only your money ,even with very strict diet""",1,16-Apr-16,24,0
26969,Ultram,Chronic Pain,"""I have chronic back pain.  I have degenerative disc disease and spinal stenosis.  The pain is unbearable at times.  My doctor prescribed tramadol for me.  It has been a life saver for me.  This drug has given my life back.  It takes my pain away for a few hours so I can do some house cleaning.  It is amazing.  Please always  follow your doctor&#039;s directions when taking this drug.""",9,1-Nov-15,62,1
171523,Wellbutrin,Depression,"""Taken all types of anti depressants. None worked until a friend mentioned Wellbutrin. Started off on 150mg SR generic brand. Anxiety increased, smoking decreased, sex drive moderate, no change in weight or additional side effects. After two yes doctor finally prescribed 24 hr Wellburtin. Taking name brand. Day 2 &amp; WOWWWWW. Im feeling fabulous. I have Valium in case for emergency anxiety attacks. But I honestly believe this is a winner""",9,18-Mar-15,85,1
83212,Paxil,Depression,"""Weight gain, no positive aspects for me.""",1,27-Dec-11,12,0
206041,Interferon beta-1a,Multiple Sclerosis,"""My doctor like so many others I&#039;m reading, left it up to me to decide which drug to try first. I have systemic health issues, MS is just one of them on the list. I tried the Avonex pen Monday 12/5/16, and the side effects sent me to the ER yesterday. 5 days of misery. I&#039;m having trouble urinating, complete body muscle pain when I move, dizzy, and non stop random chills sweats. Its intolerable. Here&#039;s what you need to know that the drug companies and doctors aren&#039;t telling us. There&#039;s no drug to counteract the side effects from this drug and it will be in your system for 30days. To hear this from the ER doctor sent me over the edge. I would&#039;ve NEVER tried this drug had I&#039;d known this. Not to mention the non stop calls from Bio   wallgreens.""",1,9-Dec-16,3,0
153194,Doxycycline,Acne,"""My doc prescribed this after I randomly started breaking out bad all over my jaw line and spreading down my neck.  I&#039;m in my 30s, so I think it&#039;s hormonal, but after a month of taking it, I can tell it&#039;s working.  It&#039;s working slow on me, but definitely working.  No real side effects.""",8,25-Oct-15,12,1
50183,Gabapentin,Anxiety,"""Just took first dose.  Haven&#039;t felt this good in a long time.  Been on many medications.""",10,28-Jan-15,134,1
18736,Hydrochlorothiazide / losartan,High Blood Pressure,"""I took the lowest dose of lisinopril available for 3 yrs before developing the dreaded cough. My Dr switched me to losartan 4 mos ago, again the lowest dose. After one month I started having intense leg cramps. When the bad cramps began affecting my rib cage if I just turned awkwardly, and the horrendous leg cramps kept me from sleeping, I quit taking the losartan (9 days ago). Within 48 hrs all these symptoms completely disappeared. I googled &amp; found others had had the same problem. I&#039;m 55 and felt worse than my 81 yr old dad. Now I feel 55 again! I&#039;ll see my Dr next week but I&#039;m worried about any BP med now.""",1,14-Dec-15,34,0
143702,Etonogestrel,Birth Control,"""I had my implant for two years just had it removed couldn&#039;t take it anymore. It made me feel awful I constantly was buying tampons, liners, and pads all I done was bleed. I felt bloated all the time, and stayed tired all I wanted to do is sleep also was not sexually active at all, also horrible back pain and gained almost 40 pounds. But since I had it removed within a week and a half lost 8 pounds and feel way better not tired at all and sexually active again I wouldn&#039;t recommend this for anyone....""",10,19-Nov-16,8,1
86817,Midazolam,Light Sedation,"""Honestly, great drug!  I had this for wisdom teeth removal and it was smooth and nice.  Don&#039;t listen to the other reviewers as I (someone with anxiety disorder) did they&#039;re all wrong and fake.  Midazolam is a great drug, it won&#039;t make you go insane.  Anyone from &quot;versed busters&quot; or &quot;patient modesty&quot; are just anti-medicine hippies.   Midazolam won&#039;t cause any of the side effects the people writing negative reviews claim, they&#039;re lying through their teeth.  Only bad effect I noticed was I had a dream my wisdom teeth were being removed in the shopping mall, which was probably the Ketamine they also gave me.   Great drug, don&#039;t listen to the negative reviews, they&#039;re fake and wrong.""",10,6-Feb-17,5,1
51245,Azithromycin,Chlamydia Infection,"""I was reading the reviews for this medication 30 minutes after I have injested it. I can&#039;t deny, I was a little bit worried while reading the side effects, especially because I took it with only having eaten two cookies and a banana. Surprisingly, I had not a single side effect. I was not throwing up nor did I have diarrhea or upset stomach. I was actually hungry. I ate peacefully and happily ate Chinese food and cheesecake without a single issue. I will say I noticed an increase amount of discharge, not yellow like I was having before, but it was kinda white/clear thick. My guess is my vagina is cleansing itself and clearing out everything inside. I would highly recommend this, its quick, easy, and simple.""",10,5-Mar-16,11,1
29923,Klonopin,Panic Disorde,"""&quot;I serverd in the United States military and was diagnosed with a horrible panic disorder. I left 70% disability due to severe Anxiety and a crippling panic disorder with Agoraphobia . I have been on everything there is including all the REAL serious meds in my 4 psychiatric visits at the VA. Nothing worked absolutely nothing besides benzodiazepines. Klonopin in my opinion works the best out of the benzo family. Has a very long half life and will come on slower but last way longer than others like xanax or Ativan witch hit you FAST but leave fast leaving you with wanting another dose quicker witch in my opinion sucks. In conclusion Klonopin saved my life I have been on it 5 years at .5mg 3 times a day&quot;""",10,18-Sep-17,28,1
191570,Lisdexamfetamine,Narcolepsy,"""My experience with this medicine has helped me through school very well and I don&#039;t fall asleep in school, I pay attention very well. It doesn&#039;t wear off until I get home. Then I&#039;m really tired but the really tired part is okay I don&#039;t really mind. This is my key for school. I don&#039;t take it in the summer and whenever it&#039;s time for school. My Vyvanse is a really big help.""",10,25-Mar-14,7,1
180759,Dienogest / estradiol,Birth Control,"""I had terrible periods with excruciating pain and HEAVY bleeding. No birth control pill worked. I was depressed every other two weeks. It was a nightmare. I thought maybe I had endo, but a friend suggested Natazia. She had been taking it for a year and her symptoms went away. I asked for it, and my life changed. I tell people that Natazia healed me - no period symptoms, no mood swings, no migraines, no pain! The fact that it&#039;s not one does of hormones for one month makes so much sense - why did it take so long for them to develop this! It has different levels of hormones for each part of your cycle, giving you what you need or don&#039;t need! Dont give up if you don&#039;t see changes immediately- give it at least 3 mos!""",10,12-Aug-16,5,1
28215,Lexapro,Depression,"""I take this 20 MG a day along with Carbamazepine  (tegratol/equetro). The two medicines together really make me feel &quot;normal&quot;. I don&#039;t feel like a zombie. I feel a bit of euphoria on this. This is a good thing, but I can see how that can make some people become dependant on it. However, I feel great on this. I feel a tiny bit tired but I&#039;m not sure if it is one of my meds or my 3 kids tiring me out. Otherwise,  no major side effects. Maybe some issues with vaginal dryness but lubricant helps. Doesn&#039;t kill my libido the way some antipsychotics can.""",10,20-Apr-15,29,1
179584,Adapalene / benzoyl peroxide,Acne,"""I have mild redness and swelling of pimples and scarring due to stress that I just could not clear up with over the counter products. I decided to go to a dermatologist and they prescribed me Epiduo (cream) and Minocycline (a pill) to help with the inflammation. I do have sensitive skin and each day I use it, it does burn when I put it on and leaves my face red and very dry! But.....I already see an improvement in my skin! They did say to use Epiduo gel every OTHER day if the redness and dryness continues. I am also using CeraVe lotion afterwards to moisturize (their recommendation) and it does not leave an oily residue like others I have tried and it truly is a great light weight lotion! I have faith in this acne product! Keep using it! :)""",8,21-Mar-17,11,1
116351,Adalimumab,Psoriatic Arthritis,"""I have been on Humira for over 7 years. I first tried Remicade in 2001 and it was a miracle.  I have had psoriasis since age 14 and Psoriatic arthritis since 1994 but symptoms of the arthritis since 1989. I was always a runner but gave that up in 1998 until Remicade. Remicade worked great for a few years but eventually your own body builds up antibodies to it and it stops working.  I have tried 4 other biologic medicines but always come back to Humira one shot a week.  Over the years it has stopped working as well but I notice the difference when I do not take my shot. Still pretty miserable but still able to work full time and take care of my family.  The IL 17 inhibitors are coming out soon and they look very promising.""",9,7-Mar-14,30,1
75097,Estradiol / norethindrone,Postmenopausal Symptoms,"""Combipatch took away flashes within 2 weeks, nausea and headaches. I don&#039;t like to take any medicines at all, but the symptoms of menopause were affecting my life. I am on the lightest dose.""",10,9-May-13,12,1
126844,Erythromycin,Upper Respiratory Tract Infection,"""Had a bad cough for 5 weeks took Emycin and it cleared within 6 days.""",10,3-Jul-15,15,1
84707,Ethinyl estradiol / norgestimate,Birth Control,"""I have had absolutely no problems with Tri-Sprintec.  I don&#039;t have any side effects at all.  No weight gain, no mood swings, no depression, no anxiety, no nausea, same sex drive.  (No increase in breast size either - I WISH I had that side effect!)   I feel exactly the same taking this as I did not taking any birth control.  The only difference is my periods are lighter and shorter, and my cramps are no longer severe.  By the way, I was really scared to take this because of the negative reviews I read!  But before you decide this is a bad pill, give it a try.  Every woman&#039;s body is different and your experience will just depend on your body!""",10,7-Jun-16,40,1
52414,Pantoprazole,GERD,"""Before taking pantoprazole I experienced burning in the center and left of my chest day and night. Now, I am symptom free regardless of diet. I have also lost 61 pounds since then, so my weight loss may have contributed as well, however even before weight loss I was symptom free.""",10,8-Feb-12,21,1
143122,Etonogestrel,Birth Control,"""I am 24 and had Nexplanon put in around January of 2016. The first year was fantastic. Normal period, light bleeding. This year has been awful! I was depressed all of the time, sore boobs, feeling fluttering pregnancy movements in my belly, acne all of the time and I had a very heavy 8 wk long period before I had enough. Told my doctor to take it out ASAP. At the time of having it taken out is when my doc told me it TRICKS your body into thinking its pregnant. Thats why all of the symptoms are so terrible! I&#039;ve been 3 weeks without it and I&#039;m still working to get my energy back. Period is back to normal. Ladies, beware. Just do your homework.""",1,26-Jun-17,3,0
131540,Fanapt,Schizophrenia,"""This medicine has saved my life. I take it along with other medicines of course, but I can really tell the difference in my level of anxiety. Would recommend anyone with unrelenting anxiety to try.""",8,25-Oct-11,36,1
101668,Methocarbamol,Muscle Spasm,"""Seems to be working a lot better than other muscle relaxers I&#039;ve been prescribed. My doctor prescribed 500 mg tablets and to take 1-2 tablets every 8 hours as needed (PRN). I usually have to take 2 tablets in the morning, 1-2 late afternoon, and ALWAYS take 2 at bedtime or I&#039;ll be up all night in pain and constant spasms in my lower back into my buttocks. I also take a long acting narcotic and an instant release narcotic. I never experienced this type of pain until I delivered my son 4 years ago. I did receive an epidural which is the only thing I can think of that may have caused all this pain and spasms.""",8,2-Mar-16,23,1
229712,Lurasidone,Bipolar Disorde,"""I took Latuda 40 mg for a week and then 80 the next week. I had to stop halfway through week 2 because I wasn&#039;t sleeping and I was feeling more agitated. Actually, it made my bipolar worse. I was up and down and up and down within a matter of minutes. """,1,6-Dec-12,47,0
50165,Gabapentin,Anxiety,"""I have been on Neurontin for a month now.  This medicine was given to me for chronic neck pain from an injury 30 years ago.  I did not mention to the neurologist that I suffered from severe anxiety and panic disorder, I was taking at least 1 dose of Xnax daily for daily panic attacks.  Since starting on neurontin I have only had to take Xanax 1 time, I am not in chronic pain any longer.  This medication has changed my life in so many ways.  My husband told me in tears that he has his wife back.   My work has completely changed around, I love my job again, I love life again, and I am pain free!!!!!!""",10,17-Apr-15,204,1
120515,Dapagliflozin,"Diabetes, Type 2","""I was able to take this medication for 6 weeks. Two weeks were from my doctors samples, and I was able to purchase an additional month. For the first time I was experiencing wonderful control of my diabetes. I must also say, I had gastric sleeve surgery (stomach stapling) almost a year ago. I wanted to try this medication when my A1c was not going down fast enough, with my weight loss.
Unfortunately I will no longer be able to take Farxiga. I am on Social Security, and the price of this drug will send me into the &quot;donut hole&quot; very rapidly. When that happens, and I believe that to be by June 2016, I will be forced to pay the full cost of ALL my meds, out of pocket.  I am not eligible for any help from anyone. This is extremely upsetting.""",9,27-Jan-16,23,1
64454,Sertraline,Anxiety and Stress,"""After breaking up with my high school sweetheart, I would have panic attacks that would violently wake me up at night.  I knew I had a problem but it wasn&#039;t depression (later I realized anxiety) since I was happy to start over in college.  My stress of attending school even as a commuter laid heavy on my mind as well.  I went to my doctor, crying that I did not know what was wrong.  After 3 years, I still remain on Zoloft/Sertraline at 25mg.  I&#039;ve always been told it&#039;s not a lot but it still really helps me.  I rarely get panic attacks anymore, and if I do, I don&#039;t throw up or feel dizzy.  I am happy that I haven&#039;t had any side effects or problems involving this medication.""",10,28-Apr-16,55,1
145954,Suboxone,Opiate Dependence,"""From Day One, the very first dose of Suboxone, I was able to quit my habit. No withdrawals at all - even the mental depression &amp; lack of energy the Suboxone had that covered too! Never missed a moment from work (except to make my Subs appointments). I feel great and am living again. Now I&#039;m into Month #2 of Suboxone Maintenance: 16 mg. a day, as one daily dose. The best news is my insurance covers the &#039;program&#039;. So instead of chasing a high every 4 hours &amp; wasting $300-400 a month, I take one single Suboxone dose each morning and just $8/month (!) in copay. For me a Win-Win situation.                            Side Effects: Urinary hesitation and constipation - that&#039;s all.""",10,7-Jun-17,22,1
60814,MoviPrep,7</span> users found this comment helpful.,"""The WORST taste ever!  It is 3:30 and I am on my second batch of this stuff.  Not sure I will be able to get the entire second batch down.  I&#039;m really feeling like I am going to vomit.  Moviprep does work and works very fast but it is like drinking really bad ocean salt water with a strong taste of lemon.  I am 52 and in excellent shape. Hope I don&#039;t have to do this again real soon.  If so, I&#039;ll do Moviprep over a 2 day period. Good luck : )""",1,30-Nov-11,7,0
71412,Vraylar,Bipolar Disorde,"""I have tried Abilify, Seroquel, and Saphris and this is by far the best medication I&#039;ve been on. I did have a good experience with Seroquel until I got sick, but I would sleep through a hurricane which was bad for my work. I went two years after I got sick not feeling like myself. TWO YEARS. No real joy, no passion, no libido, nothing. Also my anxiety was out of control and I was beginning to use a lot of Ativan. Then, my psychiatrist was unavailable so I saw his PA and he put me on Vraylar. I don&#039;t know if this is even possible but I swear I began to feel better in a matter of days. It was incredible. My anxiety was the first symptom I noticed began to improve, then I started to notice the &quot;pep in my step&quot; improve. I&#039;m happy again!""",10,8-Jul-17,33,1
172348,Clonazepam,Bipolar Disorde,"""I went without night time sleep for 3 months even more.  I was about ready for the hospital.  Clonazepam was the miracle that gave sleep back to me.  I am grateful to this medicine.  I have bipolar disorder.  The other mood stabilizer that is now working better than any others I have been on is Lamictal.  I am really happy to where I&#039;ve come to be.  It&#039;s a good place.""",10,4-Feb-17,10,1
225682,Bupropion,Depression,"""I felt very little positive effect when I was on 150 SR  for two months. After I switched to XL 300 I noticed a change. I have been taking this for about two months. All I can say is HANG IN THERE! For me the side effects were awful and it took so long to start feeling better. But now I do! I feel like myself again--I don&#039;t feel blissfully happy and I still get down at times but I feel like a normal human being. This quite literally saved my life.""",8,19-Nov-12,76,1
131593,Effexor XR,Depression,"""I was prescribed 37.5 mg of Effexor (raised to 75 mg after a week) after going off Zoloft, for depression, GAD, and Panic Disorder. I took it for about 2 months and it was horrible. I had terrible insomnia and when I managed to sleep, I had night terrors that resulted in me waking up multiple times in the middle of the night sweating through my sheets. My depression became so much worse, suicidal thoughts/self-harm ideation more rampant, and I had panic attacks at least every second day, sometimes more than once a day. I had a public nervous breakdown before I finally went off it and was prescribed Escitalopram instead. The difference was like night and day. Effexor is definitely not for everyone.""",1,16-May-17,22,0
201699,Zoloft,Depression,"""Made me nervous and fidgety. Took it for depression but it increased my anxiety. Then they diagnosed me with bipolar disorder and took me off this.""",1,9-Aug-13,38,0
119975,Losartan,High Blood Pressure,"""Cause muscular and joint pain; stuffy nose.""",3,19-Jan-14,159,0
10349,Breo Ellipta,Asthma,"""I was diagnosed with allergy induced asthma last year after suffering for many years.Was prescribe Breo Ellipta which worked almost instantly and totally resolved my symptoms. I was ecstatic as it was an absolute miracle drug and all my coughing and tight chest issues were gone!
The very unfortunate downside was that I started with severe headaches which literally crippled me. I went off the Breo and the severe headaches stopped, but chesty issues have returned. GP has now put me onto Symbicort to see how that goes. Im so upset that the Breo didn&#039;t work out for me as it is truly effective. Would highly recommend it (and hopefully no headaches for you)""",8,17-May-16,17,1
178323,Duloxetine,ibromyalgia,"""I was diagnosed with Fibromyalgia in March 2008 and immediately put on Lyrica.  I went up to 100mg and over the course of 6 months, gained 40 lbs.  I tried natural remedies with no help so I went back on the Lyrica.  I was blessed to be a part of a Fibromyalgia group at University of Michigan and got to meet and be examined by the head of their Neurology department who advised me to try Cymbalta.  He sent a detailed report to my doctor and I began on 30mg at night.  That was 4 months ago.  I have my life back- without the crazy eating binges!  I just recently had to bump up to 60mg daily. What a great drug!  I had mild itching the first two nights, but now I don&#039;t experience any of the side effects.  The only problem is losing weight.""",10,8-Oct-09,77,1
217695,Chlorpheniramine / hydrocodone / phenylephrine,Cough and Nasal Congestion,"""I love this stuff.  Found it about 10 yrs ago.  It is the only cough medicine that i will take.  And it tastes good!""",10,1-May-08,1,1
119386,Testosterone,"Hypogonadism, Male","""I had suffered from anxiety and depression (suicidal grade) since I was a boy.  I first began taking anti-depressants at age 12. My doctor had a chart in her office about low T, it listed 10 symptoms. I had all 10. I asked her to prescribe it. So, she did all of the required tests. I was within the average range. 7 years later same results, I am now 48. Finally in January of 2014, I said that I would chance any side effect. My tests had come back normal yet again. But, she did prescribe it. I woke up on day 14 with NO depression or anxiety. What can I say, 48 years of existing and my brain chemistry is now great. My energy level is incredible and depression simply doesn&#039;t happen. It is quite a miracle. Get it!""",10,12-Mar-14,68,1
67477,Delsym 12 Hour Cough Relief,Cough,"""The label with dosage information is not clear. Under the last bottle I bought, the label was very clear: 10 ml not to exceed 6 doses per day. The new bottle dosage says: 20 ml every 12 hours. So which is it? 10 as needed, or 20 every 12 hours. Plus the direction information is under one of those &quot;peel corner...&quot; tabs. It is very difficult to peel the corner off without destroying the dosage information and directions. I had to call a pharmacist to get an answer as to how much I should take. First pharmacist said  2 Tbls = 10 ml. Then another said 2 tsp = 10 ml. Very confusing label.""",1,3-Feb-17,0,0
59926,NuvaRing,Birth Control,"""I was recently diagnosed with endometriosis and my gynaecologist initially recommended the Mirena to help manage it. The inserting process was impossible and so dismissed. Next up was the patch... Worst decision of my life. Nausea, vomiting, extreme fatigue.. That lasted me 3 days. Next up was the Nuva Ring. I&#039;m going into my third week and so far it&#039;s doing better than anything else I&#039;ve tried. My side effects are awful headaches and cramps here and there. Other than that I feel perfectly fine. If the headache gets bad I simply use a pain killer and voila! I&#039;ll definitely recommend to anyone that can&#039;t use a high dose contraceptive like me. I think the low dose in the ring could make a huge difference. Can&#039;t knock it till you try it!""",8,25-Jul-14,21,1
207180,Valtrex,Cold Sores,"""I&#039;m 19 years old and I&#039;ve been getting cold sores ever since I was young...the last few years I would get them a couple times a month sometimes a new one every week. I&#039;ve been taking valtrex for a few months now and I&#039;ve gotten only 3 times (which is a major improvement) because I was sick and my immune system was down. But they went away after a day or so. I&#039;m so so happy""",9,6-Jun-17,7,1
124583,Skyla,Birth Control,"""I got the Skyla IUD put in in the beginning of May 2014 due to my inability to take combined hormonal birth control of any sort due to major migraines and mood swings. My first two periods after insertion gave me the most terrible cramps, but have since lightened up a lot as has my period flow.  It messed with my sex drive for a while, but that seems to have evened out as well.  The only real downside that I can tell is the 3 or so days of spotting after my period, but that has slowly been disappearing as well.  I would honestly suggest the Skyla to anyone after all my terrible experiences with other birth controls this has been a major God send.""",9,12-Sep-14,36,1
42907,Xulane,Birth Control,"""I was on Ortho Eva for about 4months but I had to switch to Xulane. I haven&#039;t had sex since I began Xulane so I don&#039;t know how effective it is at preventing a pregnancy. I absolutely hate it, I&#039;ve broken out so much. While I was on OrthoEva my skin was clear and I loved it but now I have more acne &amp; I get white heads which are difficult to get rid of. Am I the only one with this side effect? Bye bye clear skin. By the way I&#039;ve been on Xulane for 3 1/2 months &amp; my skin has only gotten worst.""",3,19-Sep-15,3,0
179938,Adapalene / benzoyl peroxide,Acne,"""I used Epiduo for about 3 weeks, the reason why I started using it is because I had small little dots on the sides of my face. The first couple of days my face felt like it was burning and it went so red. It caused so much acne on my face! Now I have a lot of big pimples on my face which scar.
I have used a few acne creams but this one has been the worst by far.""",1,6-Sep-14,18,0
107690,Implanon,Birth Control,"""I had Implanon inserted in September of 2009.  So far, I have been very happy.  I had frequent periods (every 2-3 weeks for only a couple of days) for the first 3 months.  Since then I haven&#039;t had my period and not even symptoms of it.  That part has definitely been great.  I did feel it made me pretty moody for the first 2-3 months but has tapered off.  I haven&#039;t experienced any weight gain as some have reported.  I have a pretty high activity level (running about 20 miles per week) and have been eating as I normally do.  The most major side effect I have is a decrease in sex drive which is a pretty big downside but considering I haven&#039;t experienced other side effects I rate this form of birth control highly.""",8,10-May-10,6,1
21353,Zaleplon,Insomnia,"""I was prescribed this drug for insomnia. I never felt it kick in, so as an experiment I stayed up waiting to feel it. I never did. When I took it before bed I found waking and functioning the next morning rougher than the time I hadn&#039;t been on the medication. I stopped this medication because I felt worse taking it.""",1,18-Nov-15,4,0
201614,Zoloft,Obsessive Compulsive Disorde,"""Zoloft has changed my life. I used to feel like I wanted to stop living. I had anxiety with racing thoughts, feeling short of breath, social anxiety, and obsessive bad thoughts. I no longer feel suicidal and my irritability has gotten 100% better. I still get short of breath sometimes and worry about things but overall just feel so much more even keeled. I waited a month before taking it after getting the prescription because I didn&#039;t want to take meds and felt like it was a cop out. I&#039;m so happy I decided to give it a try. I haven&#039;t gained weight and don&#039;t feel like my emotions are dulled. I feel happier and more hopeful. Strongly recommend.""",9,30-Oct-13,160,1
121227,Venlafaxine,Anxiety and Stress,"""While this medication calmed my stress, I wish I had never gone on it.  I have been trying to go off it for two years.  The withdrawal symptoms are horrendous. Brain zaps, anxiety ten times worse than before meds, isolation, low energy, extreme irritability, very quick to anger.  No joy.  I used to be a very happy and caring person. No more.  I would never wish this on anyone else...""",1,7-Sep-16,27,0
52766,Carbidopa / levodopa,Parkinson's Disease,"""My mom was switched to Rytary to decrease off periods.  She used to be able to walk one mile.   At first the Rytary seemed great, but then her neurologist couldn&#039;t get a dose that worked consistently.  The manufacturer says absorption is 70%, her Neuro says 50%, but sometimes it was 0% and when we would add some immediate release levodopa, she would get horrible dyskinesia.  She could barely walk and we&#039;ve switched back to old meds with little improvement.  I regret ever switching!!""",1,31-Aug-16,22,0
138039,Ortho Evra,Birth Control,"""I have been on the patch for 10 months now and I absolutely love it. I don&#039;t worry about pregnant scares at all. The only down side I have is that when I put on a new patch after my period I get really nauseated and a bad headache for a few hours but this started about 3 months ago and the other downside is that when I exercise and take hot showers it seems to make the patch slip off. But it&#039;s honestly the best birth control I&#039;ve been on EASY to use and GREAT protection.""",8,6-Dec-14,12,1
197609,Suprep Bowel Prep Kit,Bowel Preparation,"""I have to do this every year, due to Crohn&#039;s Disease. I still get nervous and anxious, like most. However, it&#039;s never that bad! I actually guzzle the prep, right out of the bottle, after having it in the freezer,  to the point of almost icey. Then I chase it with strong, ice cold lemonade, then apple juice. Since you need so much fluid, that much water, makes me nauseous. I sometimes get nausea, sometimes chills, and usually bloated. That goes away for me, when I start going. Another great tip, while you&#039;re going? I use pure coconut oil, instead of Desitin, and only wipe/blot with flushable baby wipes that I keep in the fridge!   : D""",8,15-Aug-17,26,1
198690,Depo-Provera,Birth Control,"""It was terrible! The beginning was fine I was having sex and wasn&#039;t pregnant so I was fine then 3 weeks into using the depo I was bleeding everyday !! Not even exaggerating it was so unpredictable I had maybe one day without bleeding a month and it wasn&#039;t a full day it was a half day! I was bleeding for 5 months and went to the doctors and they said I was anemic and gave me a hormone medicine to stop the bleeding I was still bleeding. Maybe around the 6 or 7 month I stopped and just gained a massive amount of weight I was 170 and went all the way to 250 while I was playing sports and working out. I finally got off and they told me it could be in my system for up to a year while I&#039;m still trying to lose weight. I DON&#039;T RECOMMEND""",3,26-Apr-17,5,0
123519,Skyla,Birth Control,"""PHYSICAL EXPERIENCE:
- Insertion hurt horribly like most people say
- Intense cramping for first 2 months
- Period gone but spotting every 2 weeks that lasts 7 - 9 days, not enough for a tampon but enough to ruin all your panties
- Bloating, hunger, acne, weight fluctuation, etc. all true
- Cramping randomly and intensely 4 - 5 times per week

EMOTIONAL EXPERIENCE: 
- Irritability and mood swings OFF THE CHARTS
- Feeling of constant weight on chest, depression, anxiety
- Trouble sleeping, insomnia, worrying
- Decreased libido, aches at thought of having sex
- When having sex I get into it &amp; it&#039;s ok but harder to orgasm

It is November 27, removal scheduled for Nov. 30th... This is not worth it.

I&#039;d rather risk pregnancy...""",1,27-Nov-17,1,0
86459,Invokana,"Diabetes, Type 2","""Been taking Invokana for 5 months. Had yeast infection the fist month and bad vaginal itch but it was controlled after I wash 3 times a day or wash when I start itching. So far I lost 20lbs. I think my hair loss is due to body change, but I can deal with that. This drug really works for me. Just so expensive!""",8,26-Feb-16,30,1
105663,Methylprednisolone,Inflammatory Conditions,"""I&#039;m a 47 year old dog groomer. I was prescribed 4mg /6 day pack for a deep root nerve inflammation in my neck due to an injury from a dog. I weigh 112 lbs. After 2 days of using this med, I went from 112 lbs to 119 lbs. I was in such a fog ; almost loopy.  My legs and joints hurt severely. I have been retaining water mostly in my legs. I read up on side affects. I stopped using this med and began drinking lots and lots of water to help with the water retention. It did help with my pain very quickly, but one needs to weigh the pros and cons. I&#039;m now wondering how long it will take to lose the near ten pounds it put on me. I&#039;m a very healthy eater. No fast food, soda or carbs. Caloric intake is still the same. Time will tell.""",3,12-Nov-15,26,0
120989,Venlafaxine,Generalized Anxiety Disorde,"""I was prescribed this medication when Celexa wasn&#039;t working. My doctor put me on 75mg to start and that night I took my first dose at 9:30pm and by 11pm I was a total wreck. I became super nauseous and began throwing up quite a bit. My my body was restless and my arms and neck were numb and tingly. I managed to get a bit of sleep but the next morning was a write off - I felt completely disabled and lethargic. I was so weak, I could hardly hold my cell phone. I could hardly walk I was so dizzy and the brain zaps were fierce. I immediately visited my doctor and he prescribed me something else. 75mg to start was way tooooo strong for me. I can&#039;t believe the side effects I&#039;ve suffered after 1 dose. My advice would to please try another option.""",1,8-Jul-17,10,0
142088,Escitalopram,Depression,"""I&#039;ve been on several medications but lexapro is the only one that has helped. ive suffered from severe depression, anxiety,panic attacks, obsessive compulsive disorder and ive had suicidal thoughts since is was 9 years old. lexapro has helped with all of this. i still have &quot;down&quot; moments but nowhere as severe! i am able to face reality better and was able to return to school.""",9,18-Mar-08,109,1
89667,Celexa,Anxiety and Stress,"""I was prescribed Celexa a week ago. At first I had trouble sleeping, and horrible headaches and very tired during the day but now I&#039;m starting to sleep better and not be as tired during the day. I also find myself not being as stressed out. I hope to see more results.""",9,15-Nov-10,58,1
89390,Celexa,Anxiety and Stress,"""I have been on Celexa since January of this year and the medicine has been awesome. Stress, anxiety and panic attack free. Celexa gave me my life back. I was scared to take it at first because of all the stuff I read on the Internet. My advice to anyone starting any SSRI is not to read all the horror stories on the internet. It will just make it worse, believe me. All I can say is I never want to go back to the way it was. That being said if I have to take Celexa the rest of my life so be it.""",10,23-Sep-14,358,1
125541,Dulcolax,Constipation,"""It&#039;s currently 6am and I am sitting on the toilet with the worst intestinal cramps I have ever had in my life due to these tablets. I have been unable to pass normally for about 3 weeks now, due to a haemorrhoid, and I was prescribed these by my doctor. I take 2 before bed in an effort to get me going. And get me going it does - but it also wakes me up 3 hours beforehand with horrendous pains in my stomach and gives me such bad diarrhoea that I&#039;m scared to get off the toilet. """,8,31-Jan-14,32,1
